date,mae,rmse,ssim
2024-01-02,0.3275136172771454,0.40006574988365173,0.9337332506766737
2024-01-03,0.4661267753690481,0.5342281647026539,0.9241729849130977
2024-01-04,0.7911103405058384,0.8777934163808823,0.8952202065203928
2024-01-05,0.6384170949459076,0.7375526372343302,0.8816169904235156
2024-01-06,0.8270439393818378,0.9228009209036827,0.8637771109974437
2024-01-07,0.744018629193306,0.817394956946373,0.9067542107980344
2024-01-08,0.7225389368832111,0.808271087706089,0.9060639088336615
2024-01-09,1.202659647911787,1.3139019906520844,0.8420240539780259
2024-01-10,0.5372031591832638,0.6803590878844261,0.9213130048572058
2024-01-11,1.1157100070267916,1.182614803314209,0.8349475356197644
2024-01-12,0.5746716111898422,0.666283693164587,0.9177345147999936
2024-01-13,0.6610911935567856,0.7724619209766388,0.8914336133416161
2024-01-14,1.000086598098278,1.1368082761764526,0.8515489726154897
2024-01-15,1.6795608773827553,1.7855006903409958,0.8070204128034525
2024-01-16,0.8742425441741943,0.9839526936411858,0.8201705427235879
2024-01-17,0.8739336580038071,0.9910970702767372,0.7464353701622781
2024-01-18,0.5994366519153118,0.6837399750947952,0.8791405526852009
2024-01-19,0.6482715904712677,0.767267469316721,0.8311451897715905
2024-01-20,0.693336371332407,0.8042760193347931,0.8420424699834173
2024-01-21,0.8477019220590591,0.95686424523592,0.8323379512191664
2024-01-22,1.0967063456773758,1.2245187312364578,0.7936705544503083
2024-01-23,0.734192356467247,0.8682874888181686,0.8688584664166863
2024-01-24,0.7432669848203659,0.8821637406945229,0.8906400647267024
2024-01-25,0.43661234341561794,0.5508760884404182,0.9489848735439781
2024-01-26,0.5791897252202034,0.6684928722679615,0.8892708093680592
2024-01-27,0.6354660205543041,0.7585437633097172,0.8422730137761875
2024-01-28,0.6807548590004444,0.797948032617569,0.8470624296837491
2024-01-29,0.6967393048107624,0.79285504296422,0.8651764007222253
2024-01-30,0.5984341464936733,0.7080019079148769,0.8564572413184162
2024-01-31,0.7823024392127991,0.9258184060454369,0.7704710917080935
2024-02-01,0.9001008924096823,0.9839452616870403,0.8412836836749317
2024-02-02,1.1333022825419903,1.2123720906674862,0.7910297885428257
2024-02-03,1.3467459566891193,1.4304500371217728,0.7851032013693515
2024-02-04,0.7256779484450817,0.8653398714959621,0.7500205644182496
2024-02-05,0.8858803436160088,1.0513192377984524,0.7578161681720545
2024-02-06,0.5311962869018316,0.6273244265466928,0.8871592763761111
2024-02-07,0.8609975762665272,0.9604085497558117,0.7843809073351242
2024-02-08,1.0899326875805855,1.207901269197464,0.787707140834766
2024-02-09,1.0447999499738216,1.1444343104958534,0.829454511872023
2024-02-10,0.853317566215992,0.960190262645483,0.8587374848278437
2024-02-11,0.6668927911669016,0.7922679670155048,0.8649071797784966
2024-02-12,0.45292652025818825,0.5739718452095985,0.8769884792905549
2024-02-13,0.7208692766726017,0.8838258348405361,0.7469574596269046
2024-02-14,0.6666635163128376,0.7955874837934971,0.8142970881308449
2024-02-15,0.5154328364878893,0.6397137716412544,0.8586091999949393
2024-02-16,0.7295040003955364,0.8315065577626228,0.8060336058993829
2024-02-17,0.9280416183173656,1.0472632125020027,0.7891915115623961
2024-02-18,0.7008289694786072,0.8170142732560635,0.6120986745370336
2024-02-19,0.8081929497420788,0.9564115032553673,0.7807353759416163
2024-02-20,1.0577132478356361,1.1682652533054352,0.7823497772316046
2024-02-21,1.3686950989067554,1.4669278003275394,0.7492005790308393
2024-02-22,0.6622365340590477,0.8017817102372646,0.825818883921338
2024-02-23,1.0537624098360538,1.155049942433834,0.8156167982240342
2024-02-24,0.7847482357174158,0.9319979827851057,0.8551105484493906
2024-02-25,1.085862822830677,1.2332616075873375,0.7943994400023682
2024-02-26,0.7468162663280964,0.8566124476492405,0.7953777802467439
2024-02-27,0.8742015920579433,1.0032272264361382,0.7643114879733491
2024-02-28,0.699525736272335,0.8204171806573868,0.8281539404861014
2024-02-29,0.5975409429520369,0.6985259279608727,0.7733296397621697
2024-03-01,1.7119727544486523,1.833197183907032,0.7408730123665248
2024-03-02,1.7915696427226067,1.8858251050114632,0.7584018788174858
2024-03-03,2.061500884592533,2.168793611228466,0.6917538157513586
2024-03-04,1.3217818848788738,1.4441012367606163,0.7995290592560647
2024-03-05,1.068335335701704,1.1927217617630959,0.8336136758492594
2024-03-06,0.616430576890707,0.7377592548727989,0.8326816138241466
2024-03-07,1.0706550627946854,1.20200851932168,0.7587382617612571
2024-03-08,0.5391182042658329,0.655578825622797,0.8736156979040949
2024-03-09,0.7558377720415592,0.863549493253231,0.8872987064113615
2024-03-10,0.963758610188961,1.0715132281184196,0.846979509794471
2024-03-11,0.59084259159863,0.6990835890173912,0.8680706612120999
2024-03-12,0.5412501711398363,0.6403751857578754,0.8872621949390975
2024-03-13,1.5162237286567688,1.589784897863865,0.7770770675650537
2024-03-14,0.8483949452638626,0.9601734504103661,0.7873427626471343
2024-03-15,0.9749949146062136,1.0634271055459976,0.7917459259295905
2024-03-16,0.7465356811881065,0.8601039424538612,0.785592526826142
